fc_elyz_capex,shed_max,dispatch,algo,srand,ret,lcoe_opt,shed_rate_opt,capex,opex,xopt_sto,xopt_pv,xopt_wind,xopt_elyz,xopt_fc,xopt_hyTank
1000.0,0.0,1,GN_ISRES,2,MAXEVAL_REACHED,0.6089675483399123,0.0,4.38448055315354e7,1.2714175511137165e7,17065.13,20452.69,3032.51,320.89,1587.63,8064.96
1000.0,0.0,1,GN_ISRES,3,MAXEVAL_REACHED,0.6126134897852237,0.0,4.487454793172934e7,1.2821682615194732e7,12195.38,20961.14,3416.33,1249.14,1435.47,13802.25
1000.0,0.0,1,GN_ISRES,4,MAXEVAL_REACHED,0.5913237639757448,0.0,4.324863690818209e7,1.176071861863087e7,16229.83,23319.16,1814.77,994.85,1426.8,14834.86
1000.0,0.0,1,GN_ISRES,5,MAXEVAL_REACHED,0.6004685724327401,0.0,4.419194249527442e7,1.205259593794547e7,12845.96,24751.36,2149.51,235.55,1431.6,4724.46
1000.0,0.0,1,GN_ESCH,1,MAXEVAL_REACHED,0.5183307778469887,0.0,3.7421648559194274e7,1.148491972261785e7,8838.05,14031.14,4291.59,264.16,1402.92,4155.7
1000.0,0.0,1,GN_ESCH,2,MAXEVAL_REACHED,0.5196360580228612,0.0,3.756235659981291e7,1.151507891672186e7,8833.33,13984.85,4309.0,401.41,1402.91,3803.44
1000.0,0.0,1,GN_ESCH,3,MAXEVAL_REACHED,0.5761095081998341,0.0,4.1092361932890914e7,1.322949286762858e7,9554.82,12817.74,5708.83,184.43,1398.56,3749.83
1000.0,0.0,1,GN_ESCH,4,MAXEVAL_REACHED,0.5517916094421772,0.0,3.963909751143246e7,1.242817604551772e7,8906.86,13880.89,4991.68,189.69,1400.82,4050.07
1000.0,0.0,1,GN_ESCH,5,MAXEVAL_REACHED,0.5269170876271478,0.0,3.7940432397856064e7,1.1731187409686906e7,9013.08,13928.1,4475.78,186.63,1416.89,4226.53
1000.0,0.0,1,LN_SBPLX,1,XTOL_REACHED,0.6634342637211951,0.0,4.840461762919363e7,1.3647654262013199e7,14703.15,25309.76,2987.84,229.95,1398.01,1762.23
1000.0,0.0,1,LN_SBPLX,2,XTOL_REACHED,0.5823332706931273,0.0,4.2234392480206e7,1.2122881340971572e7,13855.38,20690.57,2926.07,107.91,1405.01,2692.9
1000.0,0.0,1,LN_SBPLX,3,XTOL_REACHED,0.7951575013477811,0.0,5.710470878449561e7,1.716370611978646e7,17070.0,25533.23,5223.16,10.44,1398.0,1066.44
1000.0,0.0,1,LN_SBPLX,4,XTOL_REACHED,0.821108142445707,0.0,5.909224889043894e7,1.846752212726055e7,10794.21,22953.85,7285.74,69.53,1398.16,2328.9
1000.0,0.0,1,LN_SBPLX,5,XTOL_REACHED,0.7241356019740983,0.0,5.202142227597665e7,1.5458333520296155e7,17070.0,23830.05,4353.31,15.13,1398.0,1436.59
1000.0,0.0,1,LN_NELDERMEAD,1,XTOL_REACHED,0.7683013808479842,0.0,5.595241444606317e7,1.6682008673845964e7,12394.8,23780.01,5558.7,418.08,2396.45,10290.57
1000.0,0.0,1,LN_NELDERMEAD,2,XTOL_REACHED,0.9346405120021258,0.0,7.713001589461705e7,1.7882363345678266e7,13861.06,23576.15,3490.28,29020.74,1933.59,21203.48
1000.0,0.0,1,LN_NELDERMEAD,3,XTOL_REACHED,0.8696550308943546,0.0,6.273781508091164e7,1.911515687162635e7,16673.92,25248.97,6561.27,12.01,2825.91,1015.48
1000.0,0.0,1,LN_NELDERMEAD,4,XTOL_REACHED,0.8525945485538747,0.0,6.1741743445339605e7,1.9105748690627947e7,15290.14,19847.14,7510.26,4061.98,1398.41,34140.0
1000.0,0.0,1,LN_NELDERMEAD,5,XTOL_REACHED,1.037593282062117,1.0804948435349009e-5,8.46394969999596e7,2.0403587045586023e7,15978.77,25457.39,4643.86,28381.24,3045.46,22296.28
1000.0,0.0,2,GN_DIRECT,1,MAXEVAL_REACHED,0.24698357355570866,0.0,1.5972626597918453e7,5.156133219438419e6,3161.11,801.65,2880.7,1693.72,1308.85,24024.44
1000.0,0.0,2,GN_DIRECT,2,MAXEVAL_REACHED,0.24698357355570866,0.0,1.5972626597918453e7,5.156133219438419e6,3161.11,801.65,2880.7,1693.72,1308.85,24024.44
1000.0,0.0,2,GN_DIRECT,3,MAXEVAL_REACHED,0.24698357355570866,0.0,1.5972626597918453e7,5.156133219438419e6,3161.11,801.65,2880.7,1693.72,1308.85,24024.44
1000.0,0.0,2,GN_DIRECT,4,MAXEVAL_REACHED,0.24698357355570866,0.0,1.5972626597918453e7,5.156133219438419e6,3161.11,801.65,2880.7,1693.72,1308.85,24024.44
1000.0,0.0,2,GN_DIRECT,5,MAXEVAL_REACHED,0.24698357355570866,0.0,1.5972626597918453e7,5.156133219438419e6,3161.11,801.65,2880.7,1693.72,1308.85,24024.44
1000.0,0.0,2,GN_CRS2_LM,1,XTOL_REACHED,0.2398832997686731,0.0,1.5793285579723205e7,4.935288072385639e6,3197.87,1951.78,2521.26,1384.4,1310.82,15339.12
1000.0,0.0,2,GN_CRS2_LM,2,XTOL_REACHED,0.23989122469653698,0.0,1.5792465757293193e7,4.934115743575194e6,3198.5,1951.89,2520.03,1387.23,1311.1,15349.66
1000.0,0.0,2,GN_CRS2_LM,3,XTOL_REACHED,0.2398736519181953,0.0,1.5792501880160773e7,4.934913276294289e6,3197.5,1951.95,2520.99,1384.73,1310.58,15339.99
1000.0,0.0,2,GN_CRS2_LM,4,XTOL_REACHED,0.23988709756685786,0.0,1.5794705342698853e7,4.93554828179022e6,3197.75,1954.4,2521.02,1383.71,1310.68,15343.13
1000.0,0.0,2,GN_CRS2_LM,5,XTOL_REACHED,0.23992288412017768,0.0,1.5794059908572292e7,4.93403239057211e6,3203.1,1956.4,2518.69,1386.9,1310.56,15508.01
1000.0,0.0,2,GN_AGS,1,MAXEVAL_REACHED,0.27190167810392757,0.0,1.7487628926757812e7,5.515841274678944e6,6415.84,1804.41,2591.13,1671.16,1519.88,20999.93
1000.0,0.0,2,GN_AGS,2,MAXEVAL_REACHED,0.27190167810392757,0.0,1.7487628926757812e7,5.515841274678944e6,6415.84,1804.41,2591.13,1671.16,1519.88,20999.93
1000.0,0.0,2,GN_AGS,3,MAXEVAL_REACHED,0.27190167810392757,0.0,1.7487628926757812e7,5.515841274678944e6,6415.84,1804.41,2591.13,1671.16,1519.88,20999.93
1000.0,0.0,2,GN_AGS,4,MAXEVAL_REACHED,0.27190167810392757,0.0,1.7487628926757812e7,5.515841274678944e6,6415.84,1804.41,2591.13,1671.16,1519.88,20999.93
1000.0,0.0,2,GN_AGS,5,MAXEVAL_REACHED,0.27190167810392757,0.0,1.7487628926757812e7,5.515841274678944e6,6415.84,1804.41,2591.13,1671.16,1519.88,20999.93
1000.0,0.0,2,GN_ISRES,1,XTOL_REACHED,0.2398769695442701,0.0,1.5793080449094411e7,4.934969310782498e6,3197.68,1953.17,2520.79,1384.4,1310.64,15343.28
1000.0,0.0,2,GN_ISRES,2,XTOL_REACHED,0.24002423985919386,0.0,1.5788370618053747e7,4.960674057406775e6,3154.59,1821.13,2570.12,1379.4,1311.93,15191.76
1000.0,0.0,2,GN_ISRES,3,XTOL_REACHED,0.2398760590648595,0.0,1.5793356480099026e7,4.93526667938508e6,3197.38,1952.41,2521.2,1384.28,1310.64,15338.72
1000.0,0.0,2,GN_ISRES,4,XTOL_REACHED,0.23988902524785546,0.0,1.5795167990541026e7,4.93670721990056e6,3196.37,1952.8,2522.55,1381.32,1310.58,15348.52
1000.0,0.0,2,GN_ISRES,5,XTOL_REACHED,0.23988534632414113,0.0,1.5785875920391364e7,4.937662623142891e6,3189.71,1918.38,2529.92,1389.81,1310.69,15281.37
1000.0,0.0,2,GN_ESCH,1,MAXEVAL_REACHED,0.2559666604388703,0.0,1.6982191026915144e7,5.649642630191215e6,2878.2,1162.42,3247.13,1093.09,1310.67,13996.77
1000.0,0.0,2,GN_ESCH,2,MAXEVAL_REACHED,0.248536683851493,0.0,1.6370854730140783e7,5.364937772133596e6,2967.4,1143.38,3024.01,1245.02,1318.24,16145.21
1000.0,0.0,2,GN_ESCH,3,MAXEVAL_REACHED,0.2925977619091738,0.0,1.951424121512955e7,6.8432774934339505e6,2464.78,536.19,4278.94,907.88,1312.81,13947.91
1000.0,0.0,2,GN_ESCH,4,MAXEVAL_REACHED,0.2442322477172539,0.0,1.5841604073200954e7,5.052253332976117e6,3105.5,1071.58,2759.39,1686.82,1308.79,19126.14
1000.0,0.0,2,GN_ESCH,5,MAXEVAL_REACHED,0.29169525191397105,0.0,1.925115194050892e7,6.762405685251045e6,2449.69,78.5,4289.37,1121.11,1350.77,18603.79
1000.0,0.0,2,LN_SBPLX,1,XTOL_REACHED,0.6180545482999165,-1.1158964047692939e-18,4.29734767819842e7,1.3594268593846215e7,17070.0,15968.57,4678.26,259.45,400.63,3371.81
1000.0,0.0,2,LN_SBPLX,2,XTOL_REACHED,0.2499811916433519,0.0,1.6272444207583345e7,5.331175302426264e6,3531.72,890.3,2977.26,1431.08,1301.19,19115.07
1000.0,0.0,2,LN_SBPLX,3,XTOL_REACHED,0.9958203158249397,9.39702235595195e-19,7.82576072400913e7,1.996710898112274e7,17059.75,22516.84,5401.3,25099.51,461.16,1549.78
1000.0,0.0,2,LN_SBPLX,4,XTOL_REACHED,0.33379298655000245,0.0,2.293357096104157e7,8.0118022389706755e6,2213.69,2052.19,4866.58,556.89,1298.57,9586.32
1000.0,0.0,2,LN_SBPLX,5,XTOL_REACHED,0.24502659165976168,0.0,1.6166936191200558e7,5.057811197425113e6,3127.94,1789.82,2624.39,1316.62,1610.64,14684.69
1000.0,0.0,2,LN_NELDERMEAD,1,XTOL_REACHED,0.2641076279991136,0.0,1.7823953267859336e7,5.835086195529334e6,2898.33,2228.13,3187.57,857.26,1304.33,22147.0
1000.0,0.0,2,LN_NELDERMEAD,2,XTOL_REACHED,0.31046980124305684,0.0,2.109527694294113e7,6.85310081788915e6,3281.26,994.26,3908.78,847.37,3410.92,18401.8
1000.0,0.0,2,LN_NELDERMEAD,3,XTOL_REACHED,0.9000051846476124,0.0,7.1774026694368e7,1.6419516197375234e7,14059.3,25604.4,2446.43,26174.22,589.32,2465.82
1000.0,0.0,2,LN_NELDERMEAD,4,XTOL_REACHED,0.3025085794653493,0.0,1.9612346641083706e7,6.132818173118102e6,3215.4,1.0,3479.74,2100.67,3389.06,21154.34
1000.0,0.0,2,LN_NELDERMEAD,5,XTOL_REACHED,0.28938020770741946,0.0,1.967362839577627e7,5.9464872147986805e6,3803.18,2448.97,2907.84,989.6,3410.49,32775.23
1000.0,1.0e-5,1,GN_DIRECT,1,MAXEVAL_REACHED,0.5189560669904484,9.999999999999936e-6,3.809775135945436e7,1.024674469190357e7,14194.58,21179.62,1420.55,421.48,1517.33,4214.81
1000.0,1.0e-5,1,GN_DIRECT,2,MAXEVAL_REACHED,0.5189560669904484,9.999999999999936e-6,3.809775135945436e7,1.024674469190357e7,14194.58,21179.62,1420.55,421.48,1517.33,4214.81
1000.0,1.0e-5,1,GN_DIRECT,3,MAXEVAL_REACHED,0.5189560669904484,9.999999999999936e-6,3.809775135945436e7,1.024674469190357e7,14194.58,21179.62,1420.55,421.48,1517.33,4214.81
1000.0,1.0e-5,1,GN_DIRECT,4,MAXEVAL_REACHED,0.5189560669904484,9.999999999999936e-6,3.809775135945436e7,1.024674469190357e7,14194.58,21179.62,1420.55,421.48,1517.33,4214.81
1000.0,1.0e-5,1,GN_DIRECT,5,MAXEVAL_REACHED,0.5189560669904484,9.999999999999936e-6,3.809775135945436e7,1.024674469190357e7,14194.58,21179.62,1420.55,421.48,1517.33,4214.81
1000.0,1.0e-5,1,GN_CRS2_LM,1,XTOL_REACHED,0.38912892484631934,9.99035396407302e-6,2.7309615732314378e7,8.135172914502748e6,17070.0,10451.92,1808.25,261.2,1397.99,5915.62
1000.0,1.0e-5,1,GN_CRS2_LM,2,XTOL_REACHED,0.4181206265774194,9.971304181020832e-6,3.0811378425868075e7,8.346467939102393e6,10166.02,16000.04,1507.76,535.59,1435.3,6444.17
1000.0,1.0e-5,1,GN_CRS2_LM,3,XTOL_REACHED,0.334401845947487,9.978010922702867e-6,2.2988171083744004e7,7.173570501872179e6,17066.71,6312.69,1933.54,363.79,1500.46,9932.17
1000.0,1.0e-5,1,GN_CRS2_LM,4,XTOL_REACHED,0.33482689942232485,9.967361260625628e-6,2.3699603997806497e7,7.110475259042359e6,12701.25,8051.9,1977.54,387.57,1476.6,7916.94
1000.0,1.0e-5,1,GN_CRS2_LM,5,XTOL_REACHED,0.3188379098598611,9.839435353286897e-6,2.2263954057313204e7,6.862138787810366e6,13628.84,6364.23,2042.43,405.3,1495.31,9608.47
1000.0,1.0e-5,1,GN_AGS,1,MAXEVAL_REACHED,0.4519958948326119,5.670059296760857e-6,3.386361464550781e7,8.775173405387769e6,14467.41,12306.05,1532.59,6205.38,1639.9,29268.22
1000.0,1.0e-5,1,GN_AGS,2,MAXEVAL_REACHED,0.4519958948326119,5.670059296760857e-6,3.386361464550781e7,8.775173405387769e6,14467.41,12306.05,1532.59,6205.38,1639.9,29268.22
1000.0,1.0e-5,1,GN_AGS,3,MAXEVAL_REACHED,0.4519958948326119,5.670059296760857e-6,3.386361464550781e7,8.775173405387769e6,14467.41,12306.05,1532.59,6205.38,1639.9,29268.22
1000.0,1.0e-5,1,GN_AGS,4,MAXEVAL_REACHED,0.4519958948326119,5.670059296760857e-6,3.386361464550781e7,8.775173405387769e6,14467.41,12306.05,1532.59,6205.38,1639.9,29268.22
1000.0,1.0e-5,1,GN_AGS,5,MAXEVAL_REACHED,0.4519958948326119,5.670059296760857e-6,3.386361464550781e7,8.775173405387769e6,14467.41,12306.05,1532.59,6205.38,1639.9,29268.22
1000.0,1.0e-5,1,GN_ISRES,1,MAXEVAL_REACHED,0.5101002218546871,8.315076739997002e-6,3.686478032936202e7,1.1276734823831316e7,8864.4,13806.21,4175.14,338.28,1439.48,5066.58
1000.0,1.0e-5,1,GN_ISRES,2,MAXEVAL_REACHED,0.49373439813734615,9.000737470490742e-6,3.583658122584173e7,9.92897530010815e6,16426.95,15391.69,1912.63,2724.35,1376.72,27309.95
1000.0,1.0e-5,1,GN_ISRES,3,MAXEVAL_REACHED,0.45905064073318236,8.553957252311507e-6,3.284555384224166e7,9.508286714194728e6,16332.48,12733.86,2250.15,1749.67,1401.44,27407.24
1000.0,1.0e-5,1,GN_ISRES,4,MAXEVAL_REACHED,0.48537575675469535,8.96332115221553e-6,3.551099345363428e7,9.835375264636984e6,15427.33,12970.6,2258.73,4362.08,1454.88,30207.02
1000.0,1.0e-5,1,GN_ISRES,5,MAXEVAL_REACHED,0.4920252982117006,8.294922287708626e-6,3.6366889031003304e7,9.741376663070362e6,16788.59,15821.47,1535.83,3401.59,1919.3,11038.58
1000.0,1.0e-5,1,GN_ESCH,1,MAXEVAL_REACHED,0.5184893565995464,9.98212418170002e-6,3.7262608480486006e7,1.1511943135722324e7,9856.42,13670.66,4288.07,207.94,1388.66,4015.78
1000.0,1.0e-5,1,GN_ESCH,2,MAXEVAL_REACHED,0.5403137107027565,9.888302858141912e-6,3.876624094241876e7,1.2229545905993689e7,8912.33,13058.11,5009.86,243.64,1395.83,4019.35
1000.0,1.0e-5,1,GN_ESCH,3,MAXEVAL_REACHED,0.5216007848277763,9.878105513340616e-6,3.767258879398224e7,1.1573892549209684e7,8647.0,14071.8,4364.2,274.85,1407.1,4144.82
1000.0,1.0e-5,1,GN_ESCH,4,MAXEVAL_REACHED,0.5141936301847495,9.918997152382763e-6,3.708659076097964e7,1.134406112417798e7,9952.11,13852.89,4099.85,426.79,1400.82,3488.16
1000.0,1.0e-5,1,GN_ESCH,5,MAXEVAL_REACHED,0.5115496672580743,9.918887859595578e-6,3.686691153095585e7,1.1350904272719001e7,8861.06,13668.04,4273.05,204.34,1400.39,4362.64
1000.0,1.0e-5,1,LN_SBPLX,1,XTOL_REACHED,0.5315709365640244,9.999997471850438e-6,3.847483885114358e7,1.0626943730190063e7,17020.02,20520.22,1576.11,187.87,1386.44,3594.28
1000.0,1.0e-5,1,LN_SBPLX,2,XTOL_REACHED,0.5097228580150094,9.999646357611846e-6,3.738610629940058e7,1.0087154402372155e7,13719.07,20797.75,1450.4,324.47,1422.7,4454.94
1000.0,1.0e-5,1,LN_SBPLX,3,XTOL_REACHED,0.685341518176734,9.99572201362234e-6,4.945768204948883e7,1.4308523869811514e7,17070.0,24445.08,3416.94,30.89,1357.61,1603.0
1000.0,1.0e-5,1,LN_SBPLX,4,XTOL_REACHED,0.6214408381020763,9.999999019885933e-6,4.287112079461473e7,1.4931573444285426e7,15707.84,8112.99,7256.87,37.73,1398.0,3769.29
1000.0,1.0e-5,1,LN_SBPLX,5,XTOL_REACHED,0.6075192919134412,9.999999279050459e-6,4.41188863130581e7,1.2493425610677846e7,15009.59,22648.6,2684.19,92.7,1397.99,2341.08
1000.0,1.0e-5,1,LN_NELDERMEAD,1,XTOL_REACHED,0.7921566985814372,9.633063447260186e-6,5.684675143064611e7,1.8091507162831113e7,10029.98,19532.17,7719.13,350.33,1720.73,12043.96
1000.0,1.0e-5,1,LN_NELDERMEAD,2,XTOL_REACHED,0.8701389912530153,9.997647593186205e-6,7.149948516892897e7,1.654040359536222e7,13762.58,22574.08,3024.73,26638.63,1552.61,19880.33
1000.0,1.0e-5,1,LN_NELDERMEAD,3,XTOL_REACHED,0.9460709968294728,1.0112739800863377e-5,7.23460724171833e7,2.0054401989985436e7,16285.99,25175.96,6156.47,12684.98,1398.05,5202.59
1000.0,1.0e-5,1,LN_NELDERMEAD,4,XTOL_REACHED,0.9239104938574618,9.997774465040939e-6,6.671553763140595e7,2.090305164985073e7,15967.21,22094.81,8359.9,1589.84,2962.05,2109.38
1000.0,1.0e-5,1,LN_NELDERMEAD,5,XTOL_REACHED,1.037593282062117,1.0804948435349009e-5,8.46394969999596e7,2.0403587045586023e7,15978.77,25457.39,4643.86,28381.24,3045.46,22296.28
1000.0,1.0e-5,2,GN_DIRECT,1,MAXEVAL_REACHED,0.24687730767108346,9.999999998679629e-6,1.596994713194569e7,5.156111659478322e6,3161.11,808.16,2880.29,1686.76,1306.77,24024.44
1000.0,1.0e-5,2,GN_DIRECT,2,MAXEVAL_REACHED,0.24687730767108346,9.999999998679629e-6,1.596994713194569e7,5.156111659478322e6,3161.11,808.16,2880.29,1686.76,1306.77,24024.44
1000.0,1.0e-5,2,GN_DIRECT,3,MAXEVAL_REACHED,0.24687730767108346,9.999999998679629e-6,1.596994713194569e7,5.156111659478322e6,3161.11,808.16,2880.29,1686.76,1306.77,24024.44
1000.0,1.0e-5,2,GN_DIRECT,4,MAXEVAL_REACHED,0.24687730767108346,9.999999998679629e-6,1.596994713194569e7,5.156111659478322e6,3161.11,808.16,2880.29,1686.76,1306.77,24024.44
1000.0,1.0e-5,2,GN_DIRECT,5,MAXEVAL_REACHED,0.24687730767108346,9.999999998679629e-6,1.596994713194569e7,5.156111659478322e6,3161.11,808.16,2880.29,1686.76,1306.77,24024.44
1000.0,1.0e-5,2,GN_CRS2_LM,1,XTOL_REACHED,0.23946761440515807,9.852493576900844e-6,1.576900151208445e7,4.923482490029905e6,3129.23,1952.65,2518.87,1389.0,1313.27,15357.84
1000.0,1.0e-5,2,GN_CRS2_LM,2,XTOL_REACHED,0.23949489555517772,9.502538464427064e-6,1.5770838738603521e7,4.924311109753958e6,3131.59,1954.58,2519.02,1387.48,1312.88,15424.18
1000.0,1.0e-5,2,GN_CRS2_LM,3,XTOL_REACHED,0.23945479276675827,9.932830891556404e-6,1.5769915897205923e7,4.924901451978852e6,3127.16,1951.82,2520.58,1386.09,1312.81,15346.7
1000.0,1.0e-5,2,GN_CRS2_LM,4,XTOL_REACHED,0.2394611562909725,9.897210882456753e-6,1.5768044149518903e7,4.922742524711732e6,3129.54,1952.83,2518.16,1390.43,1313.05,15361.02
1000.0,1.0e-5,2,GN_CRS2_LM,5,XTOL_REACHED,0.23944935498048348,9.965726462850855e-6,1.5769088126021365e7,4.924629554301223e6,3127.01,1951.36,2520.49,1386.21,1312.79,15365.5
1000.0,1.0e-5,2,GN_AGS,1,MAXEVAL_REACHED,0.2806524821500865,0.0,1.8414274349609375e7,5.779434020805975e6,3631.96,1104.3,3101.65,1471.12,2666.77,30343.43
1000.0,1.0e-5,2,GN_AGS,2,MAXEVAL_REACHED,0.2806524821500865,0.0,1.8414274349609375e7,5.779434020805975e6,3631.96,1104.3,3101.65,1471.12,2666.77,30343.43
1000.0,1.0e-5,2,GN_AGS,3,MAXEVAL_REACHED,0.2806524821500865,0.0,1.8414274349609375e7,5.779434020805975e6,3631.96,1104.3,3101.65,1471.12,2666.77,30343.43
1000.0,1.0e-5,2,GN_AGS,4,MAXEVAL_REACHED,0.2806524821500865,0.0,1.8414274349609375e7,5.779434020805975e6,3631.96,1104.3,3101.65,1471.12,2666.77,30343.43
1000.0,1.0e-5,2,GN_AGS,5,MAXEVAL_REACHED,0.2806524821500865,0.0,1.8414274349609375e7,5.779434020805975e6,3631.96,1104.3,3101.65,1471.12,2666.77,30343.43
1000.0,1.0e-5,2,GN_ISRES,1,XTOL_REACHED,0.2394691293029644,9.983893162447132e-6,1.5769665713656152e7,4.918457966827692e6,3137.24,1982.87,2508.77,1390.12,1309.05,15423.57
1000.0,1.0e-5,2,GN_ISRES,2,XTOL_REACHED,0.23951536800461706,9.991818497325328e-6,1.574737738667769e7,4.926555405749197e6,3110.76,1859.32,2538.87,1413.79,1315.41,15212.6
1000.0,1.0e-5,2,GN_ISRES,3,XTOL_REACHED,0.2394592503125361,9.991420792608113e-6,1.5778966815189872e7,4.932893075358636e6,3119.61,1951.14,2528.75,1370.37,1312.5,15305.35
1000.0,1.0e-5,2,GN_ISRES,4,XTOL_REACHED,0.2394456229759372,9.970158446938537e-6,1.5769209426832117e7,4.924573220880174e6,3127.05,1951.28,2520.41,1386.69,1312.8,15345.84
1000.0,1.0e-5,2,GN_ISRES,5,XTOL_REACHED,0.23948676062205213,9.97038693719531e-6,1.5768096382970436e7,4.92513214245151e6,3125.04,1940.84,2522.7,1390.54,1312.84,15608.72
1000.0,1.0e-5,2,GN_ESCH,1,MAXEVAL_REACHED,0.25240911975517694,7.898726476835418e-6,1.687076655258814e7,5.481985976709223e6,2938.81,1799.6,2996.66,1073.65,1310.67,12559.18
1000.0,1.0e-5,2,GN_ESCH,2,MAXEVAL_REACHED,0.24809707171598228,9.84554115414018e-6,1.6347572078353623e7,5.355014621693365e6,2894.9,1143.38,3024.01,1245.02,1320.33,16145.21
1000.0,1.0e-5,2,GN_ESCH,3,MAXEVAL_REACHED,0.292944213486956,9.986965590290126e-6,1.954871200994449e7,6.858337982269612e6,2373.96,535.4,4299.25,904.08,1312.81,13857.45
1000.0,1.0e-5,2,GN_ESCH,4,MAXEVAL_REACHED,0.24268456420149312,8.733904741713605e-6,1.582964379357659e7,5.056055228522316e6,3010.7,1196.36,2759.39,1554.91,1313.23,17806.51
1000.0,1.0e-5,2,GN_ESCH,5,MAXEVAL_REACHED,0.2942698935986816,9.826431730045755e-6,1.942538479088832e7,6.843479428498964e6,2347.18,26.71,4367.71,1121.8,1347.89,18906.55
1000.0,1.0e-5,2,LN_SBPLX,1,XTOL_REACHED,0.6071254579553841,9.99999971787779e-6,4.212177689539519e7,1.3400322378757617e7,17070.0,15229.49,4688.56,258.59,400.51,3522.48
1000.0,1.0e-5,2,LN_SBPLX,2,XTOL_REACHED,0.24944044342400012,9.999930476125178e-6,1.6247104016193964e7,5.320881413109424e6,3450.69,897.43,2977.15,1425.81,1301.4,19045.84
1000.0,1.0e-5,2,LN_SBPLX,3,XTOL_REACHED,0.9536665827407181,9.998828891784359e-6,7.534407556159253e7,1.8670880156529445e7,17069.37,22686.78,4412.73,25437.61,462.28,1531.4
1000.0,1.0e-5,2,LN_SBPLX,4,XTOL_REACHED,0.42597600636910005,9.99999999873257e-6,2.8909503300650824e7,1.0750843545722378e7,1770.9,1.0,7233.85,821.74,1340.25,10044.49
1000.0,1.0e-5,2,LN_SBPLX,5,XTOL_REACHED,0.2539373567343533,9.99936178930509e-6,1.708163088102637e7,5.184733421638076e6,3168.21,2968.28,2473.09,1300.85,1642.99,13977.14
